1	1	2	4	3	5	6	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	9	2	1	10	11	6	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	13	14	4	2	15	16	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	17	13	2	9	18	15	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	19	20	22	21	2	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	23	24	26	25	13	14	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	27	28	30	29	31	32	34	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	27	29	36	35	31	33	38	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	39	28	27	40	41	32	31	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	40	27	35	43	42	31	37	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	45	46	48	47	27	28	30	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	49	50	52	51	40	39	28	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	53	54	56	55	21	22	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	57	58	53	54	59	60	55	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	59	57	58	60	4	20	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	61	59	60	62	26	4	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	63	64	66	65	23	13	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	64	66	59	60	63	65	61	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	67	68	70	69	64	66	59	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	71	67	69	72	73	64	60	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	69	70	76	75	60	59	56	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	72	69	75	77	74	60	55	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	79	80	82	81	47	48	30	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	83	84	86	85	51	52	28	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	87	85	86	88	45	27	28	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	89	90	92	91	49	40	39	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	85	86	82	81	87	88	80	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	90	92	86	85	89	91	84	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	93	94	96	95	90	92	86	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	95	96	98	97	85	86	82	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	99	93	95	100	101	90	85	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	100	95	97	103	102	85	81	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	105	94	93	106	107	92	90	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	106	93	99	109	108	90	101	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	111	112	41	42	67	68	70	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	113	114	39	40	111	112	41	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	115	111	42	44	71	67	69	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	116	113	40	43	115	111	42	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	108	107	92	90	113	114	39	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	110	108	90	101	116	113	40	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
