1	1	2	4	3	5	6	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	3	10	9	5	7	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	4	14	13	7	8	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	10	3	13	17	12	7	15	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	5	7	12	11	19	20	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	7	15	18	12	20	23	24	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																											
																											
																											
																											
